"Plot Title: Haa Damthang"
"#","Date Time, GMT+06:00","PAR, uE (LGR S/N: 10364436, SEN S/N: 10340315, LBL: Photosynthesis)","Temp, °F (LGR S/N: 10364436, SEN S/N: 10344948, LBL: Temperature)","RH, % (LGR S/N: 10364436, SEN S/N: 10344948, LBL: Relative Humdity )","Water Content, m³/m³ (LGR S/N: 10364436, SEN S/N: 10346471, LBL: Rainfall)","Rain, in (LGR S/N: 10364436, SEN S/N: 10364405, LBL: Rainfall)"
28976,03/19/16 03:19:53 PM,358.7,45.262,77.000,0.1020,0.000
28977,03/19/16 03:29:53 PM,366.2,45.354,77.100,0.1014,0.000
28978,03/19/16 03:39:53 PM,393.7,45.307,77.500,0.1009,0.000
28979,03/19/16 03:49:53 PM,256.2,45.172,77.600,0.1003,0.000
28980,03/19/16 03:59:53 PM,233.7,45.172,77.400,0.1003,0.000
28981,03/19/16 04:09:53 PM,291.2,45.489,76.300,0.0998,0.000
28982,03/19/16 04:19:53 PM,188.7,45.579,76.000,0.0998,0.000
28983,03/19/16 04:29:53 PM,188.7,45.714,75.300,0.0998,0.000
28984,03/19/16 04:39:53 PM,126.2,45.444,75.500,0.0998,0.000
28985,03/19/16 04:49:53 PM,113.7,44.946,75.100,0.0998,0.000
28986,03/19/16 04:59:53 PM,113.7,44.809,75.900,0.1003,0.000
28987,03/19/16 05:09:53 PM,136.2,44.946,76.100,0.1003,0.000
28988,03/19/16 05:19:53 PM,103.7,44.674,76.500,0.1003,0.000
28989,03/19/16 05:29:53 PM,93.7,44.445,76.900,0.1009,0.000
28990,03/19/16 05:39:53 PM,43.7,43.990,77.700,0.1009,0.000
28991,03/19/16 05:49:53 PM,26.2,43.624,78.700,0.1014,0.000
28992,03/19/16 05:59:53 PM,11.2,43.259,79.700,0.1020,0.000
28993,03/19/16 06:09:53 PM,3.7,42.663,81.500,0.1020,0.000
28994,03/19/16 06:19:53 PM,1.2,42.433,82.400,0.1025,0.000
28995,03/19/16 06:29:53 PM,1.2,42.341,82.900,0.1031,0.000
28996,03/19/16 06:39:53 PM,1.2,42.433,82.800,0.1031,0.000
28997,03/19/16 06:49:53 PM,1.2,42.433,83.100,0.1031,0.000
28998,03/19/16 06:59:53 PM,1.2,42.433,83.300,0.1031,0.000
28999,03/19/16 07:09:53 PM,1.2,42.341,83.300,0.1036,0.000
29000,03/19/16 07:19:53 PM,1.2,42.247,83.500,0.1036,0.000
29001,03/19/16 07:29:53 PM,1.2,42.247,83.500,0.1042,0.000
29002,03/19/16 07:39:53 PM,1.2,42.341,83.200,0.1042,0.000
29003,03/19/16 07:49:53 PM,1.2,42.478,83.100,0.1042,0.000
29004,03/19/16 07:59:53 PM,1.2,42.570,82.600,0.1042,0.000
29005,03/19/16 08:09:53 PM,1.2,42.156,84.000,0.1047,0.000
29006,03/19/16 08:19:53 PM,1.2,41.878,84.300,0.1047,0.000
29007,03/19/16 08:29:53 PM,1.2,41.693,84.900,0.1047,0.000
29008,03/19/16 08:39:53 PM,1.2,41.832,84.900,0.1047,0.000
29009,03/19/16 08:49:53 PM,1.2,41.693,85.600,0.1053,0.000
29010,03/19/16 08:59:53 PM,1.2,41.693,85.800,0.1053,0.000
29011,03/19/16 09:09:53 PM,1.2,41.740,85.500,0.1053,0.000
29012,03/19/16 09:19:53 PM,1.2,41.508,86.200,0.1053,0.000
29013,03/19/16 09:29:53 PM,1.2,41.369,86.900,0.1053,0.000
29014,03/19/16 09:39:53 PM,1.2,42.064,85.500,0.1053,0.000
29015,03/19/16 09:49:53 PM,1.2,42.017,85.500,0.1058,0.000
29016,03/19/16 09:59:53 PM,1.2,41.970,85.500,0.1058,0.000
29017,03/19/16 10:09:53 PM,1.2,41.832,85.800,0.1058,0.000
29018,03/19/16 10:19:53 PM,1.2,41.648,86.200,0.1058,0.000
29019,03/19/16 10:29:53 PM,1.2,41.554,86.700,0.1058,0.000
29020,03/19/16 10:39:53 PM,1.2,41.463,87.400,0.1064,0.000
29021,03/19/16 10:49:53 PM,1.2,41.322,87.900,0.1064,0.000
29022,03/19/16 10:59:53 PM,1.2,41.184,88.600,0.1064,0.000
29023,03/19/16 11:09:53 PM,1.2,41.184,88.600,0.1064,0.000
29024,03/19/16 11:19:53 PM,1.2,41.184,88.700,0.1064,0.000
29025,03/19/16 11:29:53 PM,1.2,41.090,89.200,0.1064,0.000
29026,03/19/16 11:39:53 PM,1.2,41.043,89.400,0.1069,0.000
29027,03/19/16 11:49:53 PM,1.2,41.090,89.300,0.1069,0.000
29028,03/19/16 11:59:53 PM,1.2,40.905,89.900,0.1069,0.000
29029,03/20/16 12:09:53 AM,1.2,40.905,89.900,0.1069,0.000
29030,03/20/16 12:19:53 AM,1.2,40.764,90.200,0.1069,0.000
29031,03/20/16 12:29:53 AM,1.2,40.672,90.700,0.1069,0.000
29032,03/20/16 12:39:53 AM,1.2,40.719,90.700,0.1069,0.000
29033,03/20/16 12:49:53 AM,1.2,40.764,90.800,0.1069,0.000
29034,03/20/16 12:59:53 AM,1.2,40.811,90.500,0.1075,0.000
29035,03/20/16 01:09:53 AM,1.2,40.719,90.200,0.1075,0.000
29036,03/20/16 01:19:53 AM,1.2,40.626,90.600,0.1075,0.000
29037,03/20/16 01:29:53 AM,1.2,40.672,91.000,0.1075,0.000
29038,03/20/16 01:39:53 AM,1.2,40.858,90.200,0.1075,0.000
29039,03/20/16 01:49:53 AM,1.2,40.858,89.900,0.1075,0.000
29040,03/20/16 01:59:53 AM,1.2,40.064,90.900,0.1075,0.000
29041,03/20/16 02:09:53 AM,1.2,39.970,91.400,0.1075,0.000
29042,03/20/16 02:19:53 AM,1.2,39.830,91.800,0.1080,0.000
29043,03/20/16 02:29:53 AM,1.2,39.783,92.100,0.1080,0.000
29044,03/20/16 02:39:53 AM,1.2,39.970,92.200,0.1080,0.000
29045,03/20/16 02:49:53 AM,1.2,40.298,91.400,0.1080,0.000
29046,03/20/16 02:59:53 AM,1.2,40.438,90.700,0.1080,0.000
29047,03/20/16 03:09:53 AM,1.2,40.158,91.400,0.1085,0.000
29048,03/20/16 03:19:53 AM,1.2,39.643,91.800,0.1080,0.000
29049,03/20/16 03:29:53 AM,1.2,39.267,92.800,0.1085,0.000
29050,03/20/16 03:39:53 AM,1.2,39.078,93.400,0.1085,0.000
29051,03/20/16 03:49:53 AM,1.2,39.173,93.700,0.1085,0.000
29052,03/20/16 03:59:53 AM,1.2,39.220,93.500,0.1085,0.000
29053,03/20/16 04:09:53 AM,1.2,38.700,92.900,0.1091,0.000
29054,03/20/16 04:19:53 AM,1.2,38.889,93.200,0.1091,0.000
29055,03/20/16 04:29:53 AM,1.2,39.078,93.200,0.1091,0.000
29056,03/20/16 04:39:53 AM,1.2,39.031,93.300,0.1091,0.000
29057,03/20/16 04:49:53 AM,1.2,38.464,93.300,0.1096,0.000
29058,03/20/16 04:59:53 AM,1.2,38.273,93.100,0.1101,0.000
29059,03/20/16 05:09:53 AM,1.2,38.179,93.600,0.1101,0.000
29060,03/20/16 05:19:53 AM,1.2,37.081,94.500,0.1107,0.000
29061,03/20/16 05:29:53 AM,1.2,36.795,95.100,0.1107,0.000
29062,03/20/16 05:39:53 AM,1.2,36.891,95.400,0.1112,0.000
29063,03/20/16 05:49:53 AM,1.2,36.747,95.300,0.1112,0.000
29064,03/20/16 05:59:53 AM,3.7,36.554,95.700,0.1117,0.000
29065,03/20/16 06:09:53 AM,13.7,36.651,95.400,0.1117,0.000
29066,03/20/16 06:19:53 AM,33.7,36.217,93.000,0.1122,0.000
29067,03/20/16 06:29:53 AM,56.2,36.120,90.800,0.1122,0.000
29068,03/20/16 06:39:53 AM,86.2,35.976,90.000,0.1122,0.000
29069,03/20/16 06:49:53 AM,96.2,36.217,89.500,0.1122,0.000
29070,03/20/16 06:59:53 AM,126.2,36.266,88.300,0.1122,0.000
29071,03/20/16 07:09:53 AM,168.7,36.939,88.000,0.1117,0.000
29072,03/20/16 07:19:53 AM,213.7,37.321,86.000,0.1117,0.000
29073,03/20/16 07:29:53 AM,271.2,38.131,84.700,0.1112,0.000
29074,03/20/16 07:39:53 AM,318.7,38.511,82.700,0.1107,0.000
29075,03/20/16 07:49:53 AM,286.2,39.267,81.000,0.1101,0.000
29076,03/20/16 07:59:53 AM,341.2,40.251,81.100,0.1101,0.000
29077,03/20/16 08:09:53 AM,356.2,41.230,80.800,0.1101,0.000
29078,03/20/16 08:19:53 AM,781.2,43.075,79.100,0.1096,0.000
29079,03/20/16 08:29:53 AM,938.7,43.853,74.900,0.1091,0.000
29080,03/20/16 08:39:53 AM,1161.2,46.256,73.600,0.1091,0.000
29081,03/20/16 08:49:53 AM,1073.7,47.467,71.200,0.1091,0.000
29082,03/20/16 08:59:53 AM,1171.2,49.294,65.500,0.1091,0.000
29083,03/20/16 09:09:53 AM,1203.7,49.338,62.100,0.1096,0.000
29084,03/20/16 09:19:53 AM,1293.7,50.400,60.600,0.1091,0.000
29085,03/20/16 09:29:53 AM,1381.2,52.947,56.300,0.1085,0.000
29086,03/20/16 09:39:53 AM,1398.7,52.029,53.300,0.1080,0.000
29087,03/20/16 09:49:53 AM,1043.7,52.378,53.600,0.1075,0.000
29088,03/20/16 09:59:53 AM,1743.7,53.121,53.600,0.1069,0.000
29089,03/20/16 10:09:53 AM,1096.2,52.686,56.500,0.1069,0.000
29090,03/20/16 10:19:53 AM,1506.2,53.559,52.700,0.1058,0.000
29091,03/20/16 10:29:53 AM,1848.7,53.341,52.400,0.1053,0.000
29092,03/20/16 10:39:53 AM,1818.7,55.602,48.600,0.1047,0.000
29093,03/20/16 10:49:53 AM,1503.7,54.037,48.400,0.1036,0.000
29094,03/20/16 10:59:53 AM,1868.7,53.515,49.600,0.1025,0.000
29095,03/20/16 11:09:53 AM,1846.2,55.906,47.600,0.1009,0.000
29096,03/20/16 11:19:53 AM,746.2,54.777,48.100,0.0998,0.000
29097,03/20/16 11:29:53 AM,1916.2,54.734,48.800,0.0986,0.000
29098,03/20/16 11:39:53 AM,688.7,53.994,48.200,0.0981,0.000
29099,03/20/16 11:49:53 AM,1576.2,52.903,49.900,0.0969,0.000
29100,03/20/16 11:59:53 AM,511.2,54.037,49.600,0.0955,0.000
29101,03/20/16 12:09:53 PM,831.2,53.209,50.100,0.0949,0.000
29102,03/20/16 12:19:53 PM,633.7,53.035,49.900,0.0943,0.000
29103,03/20/16 12:29:53 PM,896.2,53.994,49.500,0.0932,0.000
29104,03/20/16 12:39:53 PM,1988.7,55.558,46.200,0.0920,0.000
29105,03/20/16 12:49:53 PM,1496.2,55.125,46.000,0.0914,0.000
29106,03/20/16 12:59:53 PM,1896.2,54.865,47.500,0.0902,0.000
29107,03/20/16 01:09:53 PM,718.7,53.994,49.700,0.0893,0.000
29108,03/20/16 01:19:53 PM,663.7,54.648,48.300,0.0881,0.000
29109,03/20/16 01:29:53 PM,516.2,53.384,46.600,0.0863,0.000
29110,03/20/16 01:39:53 PM,838.7,55.819,46.000,0.0863,0.000
29111,03/20/16 01:49:53 PM,1241.2,53.776,47.900,0.0857,0.000
29112,03/20/16 01:59:53 PM,1833.7,57.850,43.900,0.0850,0.000
29113,03/20/16 02:09:53 PM,1611.2,57.031,40.000,0.0844,0.000
29114,03/20/16 02:19:53 PM,1666.2,55.299,40.100,0.0835,0.000
29115,03/20/16 02:29:53 PM,628.7,55.386,39.100,0.0829,0.000
29116,03/20/16 02:39:53 PM,543.7,54.037,40.900,0.0816,0.000
29117,03/20/16 02:49:53 PM,526.2,54.212,42.000,0.0803,0.000
29118,03/20/16 02:59:53 PM,496.2,54.300,41.200,0.0794,0.000
29119,03/20/16 03:09:53 PM,593.7,54.126,41.200,0.0787,0.000
29120,03/20/16 03:19:53 PM,466.2,53.776,42.700,0.0787,0.000
29121,03/20/16 03:29:53 PM,418.7,52.903,43.700,0.0781,0.000
29122,03/20/16 03:39:53 PM,326.2,52.772,43.300,0.0775,0.000
29123,03/20/16 03:49:53 PM,313.7,52.597,45.400,0.0768,0.000
29124,03/20/16 03:59:53 PM,303.7,51.458,46.300,0.0762,0.000
29125,03/20/16 04:09:53 PM,246.2,51.764,46.700,0.0758,0.000
29126,03/20/16 04:19:53 PM,136.2,50.752,53.200,0.0752,0.000
29127,03/20/16 04:29:53 PM,146.2,49.561,57.400,0.0752,0.000
29128,03/20/16 04:39:53 PM,133.7,49.116,58.800,0.0752,0.000
29129,03/20/16 04:49:53 PM,188.7,49.471,58.700,0.0752,0.000
29130,03/20/16 04:59:53 PM,111.2,49.383,59.000,0.0752,0.000
29131,03/20/16 05:09:53 PM,68.7,48.272,62.400,0.0752,0.000
29132,03/20/16 05:19:53 PM,78.7,47.691,64.300,0.0758,0.000
29133,03/20/16 05:29:53 PM,43.7,47.512,65.000,0.0758,0.000
29134,03/20/16 05:39:53 PM,21.2,47.512,65.400,0.0762,0.000
29135,03/20/16 05:49:53 PM,8.7,47.109,66.500,0.0768,0.000
29136,03/20/16 05:59:53 PM,8.7,46.841,67.600,0.0768,0.000
29137,03/20/16 06:09:53 PM,3.7,46.436,68.300,0.0775,0.000
29138,03/20/16 06:19:53 PM,1.2,46.076,69.500,0.0781,0.000
29139,03/20/16 06:29:53 PM,1.2,45.851,70.500,0.0781,0.000
29140,03/20/16 06:39:53 PM,1.2,45.489,71.400,0.0787,0.000
29141,03/20/16 06:49:53 PM,1.2,45.262,72.500,0.0794,0.000
29142,03/20/16 06:59:53 PM,1.2,45.217,73.300,0.0794,0.000
29143,03/20/16 07:09:53 PM,1.2,45.127,73.900,0.0803,0.000
29144,03/20/16 07:19:53 PM,1.2,44.946,75.200,0.0803,0.000
29145,03/20/16 07:29:53 PM,1.2,45.036,74.900,0.0803,0.000
29146,03/20/16 07:39:53 PM,1.2,44.856,75.300,0.0810,0.000
29147,03/20/16 07:49:53 PM,1.2,44.627,76.300,0.0816,0.000
29148,03/20/16 07:59:53 PM,1.2,44.901,76.300,0.0816,0.000
29149,03/20/16 08:09:53 PM,1.2,44.809,76.600,0.0816,0.000
29150,03/20/16 08:19:53 PM,1.2,44.764,76.800,0.0822,0.000
29151,03/20/16 08:29:53 PM,1.2,44.310,77.800,0.0829,0.000
29152,03/20/16 08:39:53 PM,1.2,44.037,78.600,0.0829,0.000
29153,03/20/16 08:49:53 PM,1.2,44.218,78.600,0.0835,0.000
29154,03/20/16 08:59:53 PM,1.2,44.355,79.100,0.0835,0.000
29155,03/20/16 09:09:53 PM,1.2,44.173,79.900,0.0841,0.000
29156,03/20/16 09:19:53 PM,1.2,44.037,80.000,0.0841,0.000
29157,03/20/16 09:29:53 PM,1.2,43.990,79.600,0.0841,0.000
29158,03/20/16 09:39:53 PM,1.2,43.900,79.900,0.0841,0.000
29159,03/20/16 09:49:53 PM,1.2,43.945,80.000,0.0844,0.000
29160,03/20/16 09:59:53 PM,1.2,43.763,80.300,0.0844,0.000
29161,03/20/16 10:09:53 PM,1.2,43.763,80.300,0.0850,0.000
29162,03/20/16 10:19:53 PM,1.2,43.534,81.900,0.0850,0.000
29163,03/20/16 10:29:53 PM,1.2,43.716,81.900,0.0850,0.000
29164,03/20/16 10:39:53 PM,1.2,43.579,81.600,0.0850,0.000
29165,03/20/16 10:49:53 PM,1.2,43.624,81.000,0.0850,0.000
29166,03/20/16 10:59:53 PM,1.2,43.443,82.200,0.0857,0.000
29167,03/20/16 11:09:53 PM,1.2,43.671,82.100,0.0857,0.000
29168,03/20/16 11:19:53 PM,1.2,43.624,82.400,0.0857,0.000
29169,03/20/16 11:29:53 PM,1.2,43.443,83.600,0.0857,0.000
29170,03/20/16 11:39:53 PM,1.2,43.122,85.100,0.0863,0.000
29171,03/20/16 11:49:53 PM,1.2,42.984,86.200,0.0869,0.000
29172,03/20/16 11:59:53 PM,1.2,42.939,86.700,0.0881,0.000
29173,03/21/16 12:09:53 AM,1.2,43.075,88.000,0.0893,0.000
29174,03/21/16 12:19:53 AM,1.2,42.616,88.500,0.0896,0.000
29175,03/21/16 12:29:53 AM,1.2,42.847,88.800,0.0896,0.000
29176,03/21/16 12:39:53 AM,1.2,42.939,89.700,0.0896,0.000
29177,03/21/16 12:49:53 AM,1.2,43.075,89.900,0.0893,0.000
29178,03/21/16 12:59:53 AM,1.2,42.984,90.200,0.0893,0.000
29179,03/21/16 01:09:53 AM,1.2,42.939,90.300,0.0896,0.000
29180,03/21/16 01:19:53 AM,1.2,42.847,91.000,0.0908,0.000
29181,03/21/16 01:29:53 AM,1.2,42.708,91.600,0.0920,0.000
29182,03/21/16 01:39:53 AM,1.2,42.433,92.200,0.0961,0.000
29183,03/21/16 01:49:53 AM,1.2,42.247,93.000,0.0975,0.000
29184,03/21/16 01:59:53 AM,1.2,42.156,93.700,0.0998,0.000
29185,03/21/16 02:09:53 AM,1.2,42.109,93.900,0.1031,0.000
29186,03/21/16 02:19:53 AM,1.2,42.156,94.100,0.1031,0.000
29187,03/21/16 02:29:53 AM,1.2,42.064,94.600,0.1031,0.000
29188,03/21/16 02:39:53 AM,1.2,42.064,94.600,0.1025,0.000
29189,03/21/16 02:49:53 AM,1.2,42.017,94.700,0.1025,0.000
29190,03/21/16 02:59:53 AM,1.2,41.970,94.700,0.1020,0.000
29191,03/21/16 03:09:53 AM,1.2,42.202,94.700,0.1020,0.000
29192,03/21/16 03:19:53 AM,1.2,42.433,94.500,0.1020,0.000
29193,03/21/16 03:29:53 AM,1.2,42.570,93.800,0.1020,0.000
29194,03/21/16 03:39:53 AM,1.2,42.525,92.200,0.1014,0.000
29195,03/21/16 03:49:53 AM,1.2,42.433,91.500,0.1014,0.000
29196,03/21/16 03:59:53 AM,1.2,42.064,92.900,0.1014,0.000
29197,03/21/16 04:09:53 AM,1.2,42.202,92.200,0.1014,0.000
29198,03/21/16 04:19:53 AM,1.2,42.064,91.700,0.1014,0.000
29199,03/21/16 04:29:53 AM,1.2,41.970,91.600,0.1014,0.000
29200,03/21/16 04:39:53 AM,1.2,41.787,92.300,0.1020,0.000
29201,03/21/16 04:49:53 AM,1.2,41.832,92.400,0.1014,0.000
29202,03/21/16 04:59:53 AM,1.2,41.693,92.700,0.1014,0.000
29203,03/21/16 05:09:53 AM,1.2,41.740,93.400,0.1020,0.000
29204,03/21/16 05:19:53 AM,1.2,41.787,93.400,0.1020,0.000
29205,03/21/16 05:29:53 AM,1.2,41.740,93.200,0.1014,0.000
29206,03/21/16 05:39:53 AM,1.2,41.787,93.200,0.1020,0.000
29207,03/21/16 05:49:53 AM,1.2,41.787,92.600,0.1020,0.000
29208,03/21/16 05:59:53 AM,1.2,41.740,92.700,0.1020,0.000
29209,03/21/16 06:09:53 AM,3.7,41.740,92.700,0.1020,0.000
29210,03/21/16 06:19:53 AM,6.2,41.832,92.300,0.1020,0.000
29211,03/21/16 06:29:53 AM,16.2,41.878,92.100,0.1020,0.000
29212,03/21/16 06:39:53 AM,23.7,41.832,91.900,0.1020,0.000
29213,03/21/16 06:49:53 AM,38.7,42.064,91.900,0.1020,0.000
29214,03/21/16 06:59:53 AM,31.2,42.017,91.700,0.1020,0.000
29215,03/21/16 07:09:53 AM,41.2,41.740,92.300,0.1020,0.000
29216,03/21/16 07:19:53 AM,26.2,41.787,92.500,0.1020,0.000
29217,03/21/16 07:29:53 AM,38.7,41.693,92.600,0.1020,0.000
29218,03/21/16 07:39:53 AM,108.7,41.878,92.600,0.1020,0.000
29219,03/21/16 07:49:53 AM,98.7,42.247,92.100,0.1020,0.000
29220,03/21/16 07:59:53 AM,168.7,42.478,91.200,0.1014,0.000
29221,03/21/16 08:09:53 AM,146.2,43.030,90.200,0.1014,0.000
29222,03/21/16 08:19:53 AM,163.7,43.075,89.000,0.1009,0.000
29223,03/21/16 08:29:53 AM,226.2,43.900,88.000,0.1009,0.000
29224,03/21/16 08:39:53 AM,516.2,45.851,85.300,0.1003,0.000
29225,03/21/16 08:49:53 AM,398.7,46.301,82.000,0.1003,0.000
29226,03/21/16 08:59:53 AM,438.7,46.886,80.100,0.1003,0.000
29227,03/21/16 09:09:53 AM,676.2,48.049,78.000,0.0998,0.000
29228,03/21/16 09:19:53 AM,698.7,47.557,77.500,0.1003,0.000
29229,03/21/16 09:29:53 AM,1093.7,48.583,76.100,0.1003,0.000
29230,03/21/16 09:39:53 AM,1628.7,50.974,72.100,0.1009,0.000
29231,03/21/16 09:49:53 AM,666.2,50.974,65.000,0.1009,0.000
29232,03/21/16 09:59:53 AM,1626.2,51.589,64.300,0.1003,0.000
29233,03/21/16 10:09:53 AM,1793.7,53.515,58.700,0.0998,0.000
29234,03/21/16 10:19:53 AM,646.2,54.473,55.200,0.0992,0.000
29235,03/21/16 10:29:53 AM,1866.2,54.952,55.800,0.0981,0.000
29236,03/21/16 10:39:53 AM,1126.2,53.166,53.800,0.0975,0.000
29237,03/21/16 10:49:53 AM,1863.7,53.121,53.400,0.0969,0.000
29238,03/21/16 10:59:53 AM,1556.2,53.427,51.100,0.0961,0.000
29239,03/21/16 11:09:53 AM,1976.2,55.906,44.400,0.0949,0.000
29240,03/21/16 11:19:53 AM,661.2,56.079,40.900,0.0949,0.000
29241,03/21/16 11:29:53 AM,2008.7,58.109,35.300,0.0937,0.000
29242,03/21/16 11:39:53 AM,2091.2,57.592,35.200,0.0926,0.000
29243,03/21/16 11:49:53 AM,1983.7,57.936,32.800,0.0914,0.000
29244,03/21/16 11:59:53 AM,1971.2,58.971,31.000,0.0902,0.000
29245,03/21/16 12:09:53 PM,1756.2,55.949,33.700,0.0881,0.000
29246,03/21/16 12:19:53 PM,1831.2,56.208,32.300,0.0863,0.000
29247,03/21/16 12:29:53 PM,1991.2,59.229,29.500,0.0850,0.000
29248,03/21/16 12:39:53 PM,1951.2,56.815,33.000,0.0835,0.000
29249,03/21/16 12:49:53 PM,1951.2,56.079,32.800,0.0822,0.000
29250,03/21/16 12:59:53 PM,691.2,55.647,33.000,0.0794,0.000
29251,03/21/16 01:09:53 PM,1913.7,54.169,33.900,0.0762,0.000
29252,03/21/16 01:19:53 PM,583.7,56.340,33.700,0.0752,0.000
29253,03/21/16 01:29:53 PM,576.2,55.386,34.100,0.0745,0.000
29254,03/21/16 01:39:53 PM,1266.2,56.295,32.500,0.0732,0.000
29255,03/21/16 01:49:53 PM,838.7,53.645,33.100,0.0722,0.000
29256,03/21/16 01:59:53 PM,603.7,53.733,34.600,0.0702,0.000
29257,03/21/16 02:09:53 PM,428.7,52.947,34.900,0.0684,0.000
29258,03/21/16 02:19:53 PM,326.2,52.072,37.800,0.0671,0.000
29259,03/21/16 02:29:53 PM,378.7,52.029,38.200,0.0660,0.000
29260,03/21/16 02:39:53 PM,348.7,51.809,39.700,0.0653,0.000
29261,03/21/16 02:49:53 PM,393.7,52.115,40.300,0.0646,0.000
29262,03/21/16 02:59:53 PM,398.7,52.291,40.700,0.0639,0.000
29263,03/21/16 03:09:53 PM,496.2,51.193,43.700,0.0632,0.000
29264,03/21/16 03:19:53 PM,488.7,51.237,43.200,0.0628,0.000
29265,03/21/16 03:29:53 PM,1061.2,51.325,46.300,0.0632,0.000
29266,03/21/16 03:39:53 PM,971.2,51.809,42.400,0.0632,0.000
29267,03/21/16 03:49:53 PM,353.7,51.633,42.200,0.0621,0.000
29268,03/21/16 03:59:53 PM,311.2,51.458,42.300,0.0614,0.000
29269,03/21/16 04:09:53 PM,278.7,50.797,42.400,0.0607,0.000
29270,03/21/16 04:19:53 PM,353.7,50.797,42.200,0.0599,0.000
29271,03/21/16 04:29:53 PM,216.2,50.752,42.200,0.0599,0.000
29272,03/21/16 04:39:53 PM,91.2,50.268,42.500,0.0596,0.000
29273,03/21/16 04:49:53 PM,51.2,49.914,44.600,0.0596,0.000
29274,03/21/16 04:59:53 PM,76.2,49.294,45.200,0.0599,0.000
29275,03/21/16 05:09:53 PM,48.7,47.289,54.000,0.0632,0.000
29276,03/21/16 05:19:53 PM,38.7,45.851,58.200,0.0664,0.000
29277,03/21/16 05:29:53 PM,8.7,43.900,67.600,0.0702,0.000
29278,03/21/16 05:39:53 PM,11.2,42.525,74.000,0.0787,0.000
29279,03/21/16 05:49:53 PM,3.7,41.787,77.800,0.0881,0.008
29280,03/21/16 05:59:53 PM,1.2,41.184,81.300,0.0887,0.000
29281,03/21/16 06:09:53 PM,1.2,41.090,82.500,0.0914,0.000
29282,03/21/16 06:19:53 PM,1.2,41.322,82.800,0.1003,0.008
29283,03/21/16 06:29:53 PM,1.2,40.064,85.300,0.1179,0.016
29284,03/21/16 06:39:53 PM,1.2,39.124,87.300,0.1370,0.016
29285,03/21/16 06:49:53 PM,1.2,38.415,89.500,0.1642,0.024
29286,03/21/16 06:59:53 PM,1.2,37.465,90.600,0.2070,0.031
29287,03/21/16 07:09:53 PM,1.2,35.589,91.100,0.2294,0.024
29288,03/21/16 07:19:53 PM,1.2,35.443,92.000,0.2430,0.031
29289,03/21/16 07:29:53 PM,1.2,35.685,93.500,0.2479,0.016
29290,03/21/16 07:39:53 PM,1.2,35.976,93.700,0.2498,0.008
29291,03/21/16 07:49:53 PM,1.2,36.025,93.300,0.2502,0.008
29292,03/21/16 07:59:53 PM,1.2,36.603,93.200,0.2509,0.008
29293,03/21/16 08:09:53 PM,1.2,36.603,93.200,0.2512,0.000
29294,03/21/16 08:19:53 PM,1.2,36.410,92.900,0.2509,0.000
29295,03/21/16 08:29:53 PM,1.2,36.169,93.900,0.2505,0.008
29296,03/21/16 08:39:53 PM,1.2,36.025,94.200,0.2498,0.000
29297,03/21/16 08:49:53 PM,1.2,36.120,94.700,0.2483,0.000
29298,03/21/16 08:59:53 PM,1.2,36.120,94.200,0.2479,0.000
29299,03/21/16 09:09:53 PM,1.2,36.169,94.200,0.2471,0.000
29300,03/21/16 09:19:53 PM,1.2,36.554,94.500,0.2460,0.000
29301,03/21/16 09:29:53 PM,1.2,36.410,94.600,0.2456,0.000
29302,03/21/16 09:39:53 PM,1.2,36.459,94.700,0.2452,0.000
29303,03/21/16 09:49:53 PM,1.2,36.217,94.200,0.2445,0.000
29304,03/21/16 09:59:53 PM,1.2,36.072,93.900,0.2441,0.000
29305,03/21/16 10:09:53 PM,1.2,35.928,94.500,0.2441,0.000
29306,03/21/16 10:19:53 PM,1.2,35.830,94.900,0.2434,0.000
29307,03/21/16 10:29:53 PM,1.2,35.006,95.400,0.2434,0.000
29308,03/21/16 10:39:53 PM,1.2,35.443,93.900,0.2434,0.000
29309,03/21/16 10:49:53 PM,1.2,34.615,94.700,0.2418,0.000
29310,03/21/16 10:59:53 PM,1.2,34.713,95.100,0.2418,0.000
29311,03/21/16 11:09:53 PM,1.2,34.174,95.100,0.2418,0.000
29312,03/21/16 11:19:53 PM,1.2,34.027,95.100,0.2410,0.000
29313,03/21/16 11:29:53 PM,1.2,33.584,95.200,0.2410,0.000
29314,03/21/16 11:39:53 PM,1.2,33.732,96.400,0.2414,0.000
29315,03/21/16 11:49:53 PM,1.2,33.287,96.100,0.2406,0.000
29316,03/21/16 11:59:53 PM,1.2,33.089,96.300,0.2406,0.000
29317,03/22/16 12:09:53 AM,1.2,33.188,96.300,0.2406,0.000
29318,03/22/16 12:19:53 AM,1.2,33.138,96.500,0.2403,0.000
29319,03/22/16 12:29:53 AM,1.2,33.681,96.000,0.2403,0.000
29320,03/22/16 12:39:53 AM,1.2,33.879,94.300,0.2403,0.000
29321,03/22/16 12:49:53 AM,1.2,33.485,95.000,0.2399,0.000
29322,03/22/16 12:59:53 AM,1.2,33.138,95.300,0.2399,0.000
29323,03/22/16 01:09:53 AM,1.2,32.592,95.700,0.2399,0.000
29324,03/22/16 01:19:53 AM,1.2,32.592,96.400,0.2394,0.000
29325,03/22/16 01:29:53 AM,1.2,32.392,96.300,0.2394,0.000
29326,03/22/16 01:39:53 AM,1.2,32.392,96.400,0.2399,0.000
