"#","Time, Bangladesh Time","Temp, *C","RH, %","DewPt, *C","Water Cont, m^3/m^3","PAR, uE","Rain, mm","Batt, V"
2794,7/26/15 07:00:00,13.23,89.10,11.49,0.2806,649,-888.9,4.25
2795,7/26/15 07:10:00,13.59,86.90,11.47,0.2800,744,-888.9,4.26
2796,7/26/15 07:20:00,14.03,84.00,11.38,0.2800,811,-888.9,4.27
2797,7/26/15 07:30:00,14.29,83.30,11.51,0.2803,889,-888.9,4.27
2798,7/26/15 07:40:00,14.46,81.70,11.38,0.2796,971,-888.9,4.27
2799,7/26/15 07:50:00,15.49,80.60,12.18,0.2796,1046,-888.9,4.27
2800,7/26/15 08:00:00,16.20,78.70,12.51,0.2796,1121,-888.9,4.25
2801,7/26/15 08:10:00,16.75,76.00,12.51,0.2793,1204,-888.9,4.26
2802,7/26/15 08:20:00,16.99,72.30,11.98,0.2793,1274,-888.9,4.27
2803,7/26/15 08:30:00,17.20,71.40,12.00,0.2793,1341,-888.9,4.27
2804,7/26/15 08:40:00,17.77,71.20,12.51,0.2786,1411,-888.9,4.27
2805,7/26/15 08:50:00,18.68,68.00,12.67,0.2786,1481,-888.9,4.27
2806,7/26/15 09:00:00,19.41,67.60,13.28,0.2780,1544,-888.9,4.27
2807,7/26/15 09:10:00,19.98,63.50,12.87,0.2780,1616,-888.9,4.25
2808,7/26/15 09:20:00,19.58,61.50,12.00,0.2773,1674,-888.9,4.26
2809,7/26/15 09:30:00,21.08,57.60,12.41,0.2773,1731,-888.9,4.27
2810,7/26/15 09:40:00,21.10,52.60,11.06,0.2770,1789,-888.9,4.27
2811,7/26/15 09:50:00,21.63,51.20,11.13,0.2770,1841,-888.9,4.27
2812,7/26/15 10:00:00,21.82,45.60,9.57,0.2759,1886,-888.9,4.25
2813,7/26/15 10:10:00,22.13,42.30,8.74,0.2756,1931,-888.9,4.26
2814,7/26/15 10:20:00,22.94,41.10,9.04,0.2753,1974,-888.9,4.27
2815,7/26/15 10:30:00,22.75,43.50,9.72,0.2746,2019,-888.9,4.27
2816,7/26/15 10:40:00,23.54,43.30,10.36,0.2739,2046,-888.9,4.28
2817,7/26/15 10:50:00,23.04,41.90,9.42,0.2732,2084,-888.9,4.27
2818,7/26/15 11:00:00,23.71,40.10,9.37,0.2722,2109,-888.9,4.26
2819,7/26/15 11:10:00,24.73,39.50,10.05,0.2715,2131,-888.9,4.27
2820,7/26/15 11:20:00,23.35,37.80,8.17,0.2712,2156,-888.9,4.27
2821,7/26/15 11:30:00,23.59,38.50,8.66,0.2705,2171,-888.9,4.27
2822,7/26/15 11:40:00,23.86,38.70,8.97,0.2698,2186,-888.9,4.27
2823,7/26/15 11:50:00,24.12,39.90,9.66,0.2684,2191,-888.9,4.29
2824,7/26/15 12:00:00,23.18,40.10,8.89,0.2684,2204,-888.9,4.27
2825,7/26/15 12:10:00,22.11,41.20,8.33,0.2677,2196,-888.9,4.29
2826,7/26/15 12:20:00,22.87,43.10,9.69,0.2677,2196,-888.9,4.29
2827,7/26/15 12:30:00,22.82,43.60,9.81,0.2673,2199,-888.9,4.28
2828,7/26/15 12:40:00,23.35,45.00,10.77,0.2666,2206,-888.9,4.27
2829,7/26/15 12:50:00,22.78,44.90,10.21,0.2666,2219,-888.9,4.27
2830,7/26/15 13:00:00,23.23,45.80,10.92,0.2666,2221,-888.9,4.28
2831,7/26/15 13:10:00,22.75,46.20,10.62,0.2653,2284,-888.9,4.29
2832,7/26/15 13:20:00,23.04,47.40,11.27,0.2650,2356,-888.9,4.28
2833,7/26/15 13:30:00,22.90,48.90,11.60,0.2646,2244,-888.9,4.29
2834,7/26/15 13:40:00,21.53,51.50,11.13,0.2653,746,-888.9,4.27
2835,7/26/15 13:50:00,20.94,54.10,11.33,0.2653,641,-888.9,4.25
2836,7/26/15 14:00:00,20.82,54.70,11.38,0.2653,961,-888.9,4.27
2837,7/26/15 14:10:00,21.53,53.90,11.82,0.2650,981,-888.9,4.27
2838,7/26/15 14:20:00,21.15,53.60,11.38,0.2657,861,-888.9,4.27
2839,7/26/15 14:30:00,20.34,56.60,11.45,0.2646,434,-888.9,4.27
2840,7/26/15 14:40:00,20.44,58.00,11.91,0.2650,501,-888.9,4.27
2841,7/26/15 14:50:00,20.79,56.50,11.85,0.2650,531,-888.9,4.26
2842,7/26/15 15:00:00,20.58,57.00,11.78,0.2646,346,-888.9,4.27
2843,7/26/15 15:10:00,20.39,56.50,11.47,0.2650,326,-888.9,4.27
2844,7/26/15 15:20:00,19.63,61.40,12.02,0.2657,141,-888.9,4.27
2845,7/26/15 15:30:00,17.44,72.30,12.42,0.2657,96,-888.9,4.27
2846,7/26/15 15:40:00,16.49,78.70,12.79,0.2664,44,-888.9,4.27
2847,7/26/15 15:50:00,16.20,79.60,12.69,0.2666,31,-888.9,4.27
2848,7/26/15 16:00:00,14.82,83.10,11.99,0.2660,39,-888.9,4.27
2849,7/26/15 16:10:00,14.53,89.30,12.81,0.2673,36,-888.9,4.27
2850,7/26/15 16:20:00,14.29,90.30,12.74,0.2691,31,-888.9,4.27
2851,7/26/15 16:30:00,13.40,91.60,12.08,0.2925,24,-888.9,4.27
2852,7/26/15 16:40:00,13.35,94.40,12.49,0.2990,46,-888.9,4.27
2853,7/26/15 16:50:00,13.45,95.30,12.73,0.2979,36,-888.9,4.27
2854,7/26/15 17:00:00,12.70,94.80,11.90,0.2949,54,-888.9,4.27
2855,7/26/15 17:10:00,13.50,95.20,12.76,0.2938,41,-888.9,4.27
2856,7/26/15 17:20:00,12.90,95.30,12.18,0.2932,44,-888.9,4.27
2857,7/26/15 17:30:00,13.09,94.80,12.29,0.2922,51,-888.9,4.27
2858,7/26/15 17:40:00,12.44,95.00,11.67,0.2925,91,-888.9,4.27
2859,7/26/15 17:50:00,12.92,95.00,12.15,0.2932,139,-888.9,4.27
2860,7/26/15 18:00:00,12.97,94.40,12.10,0.2922,176,-888.9,4.27
2861,7/26/15 18:10:00,13.21,94.80,12.41,0.2919,151,-888.9,4.27
2862,7/26/15 18:20:00,13.28,95.10,12.53,0.2914,136,-888.9,4.27
2863,7/26/15 18:30:00,12.90,95.30,12.18,0.2908,54,-888.9,4.27
2864,7/26/15 18:40:00,12.87,94.60,12.04,0.2908,21,-888.9,4.27
2865,7/26/15 18:50:00,12.49,93.20,11.43,0.2908,1,-888.9,4.27
2866,7/26/15 19:00:00,12.32,94.80,11.52,0.2908,1,-888.9,4.27
2867,7/26/15 19:10:00,12.46,96.00,11.86,0.2942,1,-888.9,4.27
2868,7/26/15 19:20:00,12.15,96.40,11.60,0.2984,1,-888.9,4.27
2869,7/26/15 19:30:00,12.10,96.60,11.59,0.2987,1,-888.9,4.27
2870,7/26/15 19:40:00,12.07,96.40,11.53,0.2987,1,-888.9,4.27
2871,7/26/15 19:50:00,12.29,95.40,11.59,0.2987,1,-888.9,4.27
2872,7/26/15 20:00:00,12.27,95.90,11.65,0.2979,1,-888.9,4.27
2873,7/26/15 20:10:00,12.22,95.90,11.60,0.2979,1,-888.9,4.27
2874,7/26/15 20:20:00,12.10,96.30,11.54,0.2979,1,-888.9,4.27
2875,7/26/15 20:30:00,12.58,96.80,12.10,0.2976,1,-888.9,4.27
2876,7/26/15 20:40:00,11.44,97.00,11.00,0.2979,1,-888.9,4.25
2877,7/26/15 20:50:00,11.81,97.10,11.38,0.2979,1,-888.9,4.27
2878,7/26/15 21:00:00,11.76,97.20,11.34,0.2979,1,-888.9,4.27
2879,7/26/15 21:10:00,11.66,97.30,11.26,0.2979,1,-888.9,4.27
2880,7/26/15 21:20:00,11.76,97.40,11.37,0.2984,1,-888.9,4.27
2881,7/26/15 21:30:00,12.19,97.50,11.82,0.2979,1,-888.9,4.27
2882,7/26/15 21:40:00,11.98,97.20,11.56,0.2979,1,-888.9,4.25
2883,7/26/15 21:50:00,11.08,96.50,10.55,0.2979,1,-888.9,4.26
2884,7/26/15 22:00:00,11.00,96.90,10.54,0.2976,1,-888.9,4.27
2885,7/26/15 22:10:00,10.37,97.20,9.96,0.2976,1,-888.9,4.27
2886,7/26/15 22:20:00,10.32,97.10,9.89,0.2979,1,-888.9,4.27
2887,7/26/15 22:30:00,10.22,97.30,9.82,0.2973,1,-888.9,4.27
2888,7/26/15 22:40:00,10.05,97.20,9.64,0.2973,1,-888.9,4.25
2889,7/26/15 22:50:00,10.03,97.60,9.67,0.2973,1,-888.9,4.27
2890,7/26/15 23:00:00,10.17,97.50,9.81,0.2970,1,-888.9,4.27
2891,7/26/15 23:10:00,10.39,97.50,10.03,0.2970,1,-888.9,4.27
2892,7/26/15 23:20:00,10.27,97.60,9.92,0.2973,1,-888.9,4.27
2893,7/26/15 23:30:00,10.20,97.70,9.86,0.2966,1,-888.9,4.27
2894,7/26/15 23:40:00,9.85,97.40,9.47,0.2970,1,-888.9,4.25
2895,7/26/15 23:50:00,9.11,97.50,8.75,0.2970,1,-888.9,4.27
2896,7/27/15 00:00:00,10.34,97.30,9.95,0.2966,1,-888.9,4.27
2897,7/27/15 00:10:00,9.83,97.60,9.48,0.2963,1,-888.9,4.27
2898,7/27/15 00:20:00,10.17,97.50,9.81,0.2966,1,-888.9,4.27
2899,7/27/15 00:30:00,10.25,97.60,9.89,0.2963,1,-888.9,4.27
2900,7/27/15 00:40:00,10.34,97.20,9.93,0.2963,1,-888.9,4.25
2901,7/27/15 00:50:00,10.27,97.00,9.83,0.2963,1,-888.9,4.27
2902,7/27/15 01:00:00,10.42,96.60,9.91,0.2955,1,-888.9,4.27
2903,7/27/15 01:10:00,10.66,96.70,10.17,0.2959,1,-888.9,4.27
2904,7/27/15 01:20:00,10.49,97.00,10.05,0.2959,1,-888.9,4.27
2905,7/27/15 01:30:00,10.66,97.20,10.25,0.2955,1,-888.9,4.27
2906,7/27/15 01:40:00,10.64,97.10,10.21,0.2955,1,-888.9,4.25
2907,7/27/15 01:50:00,10.79,96.80,10.31,0.2955,1,-888.9,4.27
2908,7/27/15 02:00:00,10.44,96.70,9.95,0.2949,1,-888.9,4.27
2909,7/27/15 02:10:00,10.34,96.40,9.81,0.2952,1,-888.9,4.27
2910,7/27/15 02:20:00,10.30,96.10,9.71,0.2952,1,-888.9,4.27
2911,7/27/15 02:30:00,10.37,96.50,9.85,0.2946,1,-888.9,4.27
2912,7/27/15 02:40:00,10.22,96.50,9.70,0.2949,1,-888.9,4.25
2913,7/27/15 02:50:00,10.37,96.90,9.91,0.2949,1,-888.9,4.26
2914,7/27/15 03:00:00,10.44,97.10,10.01,0.2946,1,-888.9,4.27
2915,7/27/15 03:10:00,10.42,97.10,9.99,0.2946,1,-888.9,4.27
2916,7/27/15 03:20:00,10.20,96.80,9.72,0.2946,1,-888.9,4.27
2917,7/27/15 03:30:00,10.27,96.60,9.77,0.2942,1,-888.9,4.27
2918,7/27/15 03:40:00,10.15,96.80,9.67,0.2942,1,-888.9,4.26
2919,7/27/15 03:50:00,10.12,96.70,9.63,0.2946,1,-888.9,4.27
2920,7/27/15 04:00:00,10.05,97.00,9.61,0.2942,1,-888.9,4.27
2921,7/27/15 04:10:00,9.93,97.10,9.50,0.2942,1,-888.9,4.27
2922,7/27/15 04:20:00,9.95,96.80,9.48,0.2946,1,-888.9,4.27
2923,7/27/15 04:30:00,9.78,97.00,9.34,0.2938,1,-888.9,4.25
2924,7/27/15 04:40:00,9.80,97.20,9.39,0.2946,1,-888.9,4.27
2925,7/27/15 04:50:00,9.85,97.30,9.46,0.2946,1,-888.9,4.27
2926,7/27/15 05:00:00,9.90,97.40,9.52,0.2938,1,-888.9,4.27
2927,7/27/15 05:10:00,9.71,97.40,9.32,0.2938,1,-888.9,4.27
2928,7/27/15 05:20:00,9.93,97.50,9.56,0.2942,4,-888.9,4.27
2929,7/27/15 05:30:00,9.73,97.30,9.33,0.2938,11,-888.9,4.25
2930,7/27/15 05:40:00,9.93,96.80,9.45,0.2935,34,-888.9,4.26
2931,7/27/15 05:50:00,9.58,97.00,9.14,0.2935,51,-888.9,4.26
2932,7/27/15 06:00:00,9.48,96.60,8.98,0.2935,81,-888.9,4.26
2933,7/27/15 06:10:00,9.71,96.00,9.11,0.2935,119,-888.9,4.27
2934,7/27/15 06:20:00,9.66,95.90,9.05,0.2938,164,-888.9,4.27
2935,7/27/15 06:30:00,10.37,95.60,9.71,0.2935,229,-888.9,4.25
2936,7/27/15 06:40:00,10.69,94.10,9.79,0.2938,311,-888.9,4.25
2937,7/27/15 06:50:00,11.18,93.80,10.23,0.2942,476,-888.9,4.26
2938,7/27/15 07:00:00,11.44,91.40,10.10,0.2938,716,-888.9,4.26
2939,7/27/15 07:10:00,12.73,89.00,10.97,0.2942,791,-888.9,4.26
2940,7/27/15 07:20:00,14.94,85.00,12.45,0.2949,1194,-888.9,4.26
2941,7/27/15 07:30:00,14.03,83.60,11.31,0.2952,1311,-888.9,4.25
2942,7/27/15 07:40:00,13.76,83.80,11.09,0.2952,914,-888.9,4.25
2943,7/27/15 07:50:00,14.05,83.20,11.26,0.2955,1009,-888.9,4.26
2944,7/27/15 08:00:00,14.36,81.60,11.27,0.2952,1194,-888.9,4.27
2945,7/27/15 08:10:00,15.10,80.70,11.83,0.2952,1614,-888.9,4.27
2946,7/27/15 08:20:00,14.67,78.80,11.05,0.2955,1501,-888.9,4.27
2947,7/27/15 08:30:00,15.06,78.70,11.40,0.2952,1489,-888.9,4.25
2948,7/27/15 08:40:00,15.39,78.80,11.75,0.2952,1471,-888.9,4.26
2949,7/27/15 08:50:00,16.89,78.40,13.13,0.2949,1504,-888.9,4.26
2950,7/27/15 09:00:00,16.46,75.50,12.14,0.2946,1564,-888.9,4.27
2951,7/27/15 09:10:00,16.51,76.00,12.28,0.2946,1631,-888.9,4.27
2952,7/27/15 09:20:00,17.53,74.90,13.05,0.2942,1694,-888.9,4.27
2953,7/27/15 09:30:00,17.53,73.70,12.80,0.2938,1759,-888.9,4.25
2954,7/27/15 09:40:00,17.82,72.90,12.91,0.2935,1819,-888.9,4.27
2955,7/27/15 09:50:00,18.49,71.90,13.34,0.2932,1874,-888.9,4.27
2956,7/27/15 10:00:00,18.84,68.10,12.85,0.2925,1921,-888.9,4.27
2957,7/27/15 10:10:00,19.46,67.60,13.33,0.2922,1971,-888.9,4.27
2958,7/27/15 10:20:00,20.70,65.50,14.02,0.2922,2011,-888.9,4.28
2959,7/27/15 10:30:00,20.13,62.60,12.78,0.2914,2054,-888.9,4.26
2960,7/27/15 10:40:00,20.70,63.20,13.47,0.2911,2094,-888.9,4.26
2961,7/27/15 10:50:00,21.46,58.50,13.00,0.2904,2124,-888.9,4.27
2962,7/27/15 11:00:00,21.46,58.90,13.11,0.2895,2146,-888.9,4.27
2963,7/27/15 11:10:00,21.96,58.90,13.58,0.2887,2169,-888.9,4.27
2964,7/27/15 11:20:00,21.96,59.90,13.84,0.2877,2191,-888.9,4.25
2965,7/27/15 11:30:00,21.68,56.20,12.59,0.2877,2206,-888.9,4.26
2966,7/27/15 11:40:00,20.58,58.40,12.15,0.2871,2226,-888.9,4.27
2967,7/27/15 11:50:00,21.01,58.80,12.66,0.2857,2226,-888.9,4.27
2968,7/27/15 12:00:00,22.03,58.70,13.59,0.2853,2224,-888.9,4.27
2969,7/27/15 12:10:00,21.60,58.00,13.01,0.2847,2249,-888.9,4.27
2970,7/27/15 12:20:00,22.23,58.60,13.75,0.2840,2294,-888.9,4.26
2971,7/27/15 12:30:00,21.77,60.30,13.76,0.2837,2244,-888.9,4.27
2972,7/27/15 12:40:00,21.53,60.20,13.51,0.2837,1881,-888.9,4.27
2973,7/27/15 12:50:00,20.22,62.90,12.95,0.2844,816,-888.9,4.27
2974,7/27/15 13:00:00,21.72,60.60,13.79,0.2834,2249,-888.9,4.27
2975,7/27/15 13:10:00,21.58,57.60,12.88,0.2827,2269,-888.9,4.27
2976,7/27/15 13:20:00,21.49,58.40,13.00,0.2824,2321,-888.9,4.25
2977,7/27/15 13:30:00,22.32,57.20,13.46,0.2821,2236,-888.9,4.27
2978,7/27/15 13:40:00,21.53,56.60,12.57,0.2821,1364,-888.9,4.27
2979,7/27/15 13:50:00,21.77,56.00,12.63,0.2810,2164,-888.9,4.27
2980,7/27/15 14:00:00,22.13,56.40,13.07,0.2806,1904,-888.9,4.27
2981,7/27/15 14:10:00,21.87,58.30,13.33,0.2806,1294,-888.9,4.27
2982,7/27/15 14:20:00,21.56,58.00,12.96,0.2800,1454,-888.9,4.26
2983,7/27/15 14:30:00,21.44,57.20,12.64,0.2800,1674,-888.9,4.27
2984,7/27/15 14:40:00,21.75,57.50,13.01,0.2796,1731,-888.9,4.27
2985,7/27/15 14:50:00,20.65,60.20,12.68,0.2796,931,-888.9,4.27
2986,7/27/15 15:00:00,20.25,62.30,12.82,0.2796,919,-888.9,4.27
2987,7/27/15 15:10:00,19.32,64.10,12.38,0.2796,586,-888.9,4.27
2988,7/27/15 15:20:00,17.13,74.60,12.60,0.2783,309,-888.9,4.27
2989,7/27/15 15:30:00,16.06,84.00,13.37,0.2810,194,-888.9,4.27
2990,7/27/15 15:40:00,15.80,89.80,14.14,0.2821,166,-888.9,4.27
2991,7/27/15 15:50:00,15.51,90.10,13.91,0.2810,91,-888.9,4.27
2992,7/27/15 16:00:00,15.51,89.90,13.88,0.2817,51,-888.9,4.27
2993,7/27/15 16:10:00,15.56,90.50,14.03,0.2813,51,-888.9,4.27
2994,7/27/15 16:20:00,15.58,90.10,13.98,0.2810,59,-888.9,4.27
2995,7/27/15 16:30:00,15.58,89.90,13.95,0.2810,46,-888.9,4.27
2996,7/27/15 16:40:00,15.41,90.10,13.82,0.2817,46,-888.9,4.27
2997,7/27/15 16:50:00,15.25,92.00,13.97,0.2847,51,-888.9,4.26
2998,7/27/15 17:00:00,15.15,94.00,14.21,0.2911,44,-888.9,4.27
2999,7/27/15 17:10:00,14.96,95.30,14.23,0.2932,14,-888.9,4.27
3000,7/27/15 17:20:00,14.77,95.20,14.03,0.3022,9,-888.9,4.27
3001,7/27/15 17:30:00,14.98,96.10,14.39,0.3062,14,-888.9,4.26
3002,7/27/15 17:40:00,14.77,96.40,14.22,0.3102,26,-888.9,4.27
3003,7/27/15 17:50:00,14.60,96.90,14.13,0.3110,39,-888.9,4.27
3004,7/27/15 18:00:00,14.55,96.90,14.08,0.3113,34,-888.9,4.27
3005,7/27/15 18:10:00,14.43,96.90,13.96,0.3144,31,-888.9,4.27
3006,7/27/15 18:20:00,14.55,97.10,14.12,0.3192,14,-888.9,4.25
3007,7/27/15 18:30:00,14.53,97.30,14.12,0.3219,4,-888.9,4.27
3008,7/27/15 18:40:00,14.41,97.30,14.00,0.3249,4,-888.9,4.27
3009,7/27/15 18:50:00,14.17,97.50,13.80,0.3290,1,-888.9,4.27
3010,7/27/15 19:00:00,13.67,97.60,13.31,0.3282,1,-888.9,4.27
3011,7/27/15 19:10:00,14.15,97.80,13.82,0.3256,1,-888.9,4.27
3012,7/27/15 19:20:00,14.19,98.00,13.90,0.3261,1,-888.9,4.25
3013,7/27/15 19:30:00,14.15,98.00,13.85,0.3249,1,-888.9,4.27
3014,7/27/15 19:40:00,13.40,98.10,13.12,0.3249,1,-888.9,4.27
3015,7/27/15 19:50:00,14.31,98.10,14.03,0.3244,1,-888.9,4.27
3016,7/27/15 20:00:00,13.40,98.00,13.11,0.3244,1,-888.9,4.27
3017,7/27/15 20:10:00,14.74,98.10,14.47,0.3235,1,-888.9,4.27
3018,7/27/15 20:20:00,13.43,98.00,13.13,0.3228,1,-888.9,4.25
3019,7/27/15 20:30:00,13.71,98.20,13.45,0.3216,1,-888.9,4.27
3020,7/27/15 20:40:00,13.55,98.20,13.28,0.3211,1,-888.9,4.27
3021,7/27/15 20:50:00,13.57,98.30,13.32,0.3207,1,-888.9,4.27
3022,7/27/15 21:00:00,13.52,98.30,13.27,0.3199,1,-888.9,4.27
3023,7/27/15 21:10:00,13.62,98.40,13.39,0.3192,1,-888.9,4.27
3024,7/27/15 21:20:00,13.69,98.40,13.46,0.3183,1,-888.9,4.25
3025,7/27/15 21:30:00,13.43,98.10,13.15,0.3178,1,-888.9,4.27
3026,7/27/15 21:40:00,13.40,98.10,13.12,0.3178,1,-888.9,4.29
3027,7/27/15 21:50:00,13.23,98.00,12.94,0.3171,1,-888.9,4.27
3028,7/27/15 22:00:00,13.18,97.90,12.88,0.3171,1,-888.9,4.26
3029,7/27/15 22:10:00,13.18,98.00,12.89,0.3171,1,-888.9,4.27
3030,7/27/15 22:20:00,13.23,98.10,12.96,0.3163,1,-888.9,4.25
3031,7/27/15 22:30:00,13.21,98.10,12.93,0.3163,1,-888.9,4.26
3032,7/27/15 22:40:00,13.31,98.20,13.04,0.3160,1,-888.9,4.27
3033,7/27/15 22:50:00,13.35,98.30,13.11,0.3151,1,-888.9,4.27
3034,7/27/15 23:00:00,13.40,98.30,13.15,0.3151,1,-888.9,4.26
3035,7/27/15 23:10:00,13.40,98.40,13.17,0.3175,1,-888.9,4.27
3036,7/27/15 23:20:00,13.40,98.40,13.17,0.3192,1,-888.9,4.25
3037,7/27/15 23:30:00,13.31,98.50,13.09,0.3192,1,-888.9,4.26
3038,7/27/15 23:40:00,13.38,98.40,13.15,0.3195,1,-888.9,4.27
3039,7/27/15 23:50:00,13.45,98.30,13.20,0.3187,1,-888.9,4.27
3040,7/28/15 00:00:00,13.16,98.30,12.91,0.3187,1,-888.9,4.27
3041,7/28/15 00:10:00,13.35,98.40,13.12,0.3178,1,-888.9,4.25
3042,7/28/15 00:20:00,13.16,98.60,12.96,0.3178,1,-888.9,4.25
3043,7/28/15 00:30:00,13.09,98.60,12.89,0.3175,1,-888.9,4.26
3044,7/28/15 00:40:00,13.16,98.60,12.96,0.3175,1,-888.9,4.27
3045,7/28/15 00:50:00,13.26,98.70,13.07,0.3168,1,-888.9,4.27
3046,7/28/15 01:00:00,13.21,98.90,13.06,0.3168,1,-888.9,4.27
3047,7/28/15 01:10:00,12.85,98.80,12.68,0.3168,1,-888.9,4.25
3048,7/28/15 01:20:00,12.75,98.30,12.50,0.3156,1,-888.9,4.25
3049,7/28/15 01:30:00,13.14,98.40,12.91,0.3151,1,-888.9,4.26
3050,7/28/15 01:40:00,12.92,98.80,12.75,0.3151,1,-888.9,4.27
3051,7/28/15 01:50:00,12.90,98.90,12.74,0.3148,1,-888.9,4.27
3052,7/28/15 02:00:00,12.85,98.90,12.69,0.3148,1,-888.9,4.27
3053,7/28/15 02:10:00,12.90,98.60,12.70,0.3144,1,-888.9,4.25
3054,7/28/15 02:20:00,12.80,98.00,12.51,0.3140,1,-888.9,4.26
3055,7/28/15 02:30:00,12.77,97.60,12.42,0.3136,1,-888.9,4.26
3056,7/28/15 02:40:00,12.61,97.70,12.27,0.3136,1,-888.9,4.27
3057,7/28/15 02:50:00,12.63,97.80,12.31,0.3128,1,-888.9,4.27
3058,7/28/15 03:00:00,12.73,98.10,12.45,0.3128,1,-888.9,4.27
3059,7/28/15 03:10:00,12.53,98.10,12.26,0.3125,1,-888.9,4.25
3060,7/28/15 03:20:00,12.61,97.70,12.27,0.3121,1,-888.9,4.26
3061,7/28/15 03:30:00,12.58,97.90,12.27,0.3118,1,-888.9,4.27
3062,7/28/15 03:40:00,12.39,98.10,12.11,0.3121,1,-888.9,4.29
3063,7/28/15 03:50:00,12.51,98.20,12.25,0.3113,1,-888.9,4.26
3064,7/28/15 04:00:00,12.51,98.40,12.28,0.3113,1,-888.9,4.26
3065,7/28/15 04:10:00,12.49,98.60,12.29,0.3113,1,-888.9,4.25
3066,7/28/15 04:20:00,12.32,98.70,12.13,0.3110,1,-888.9,4.25
3067,7/28/15 04:30:00,12.07,98.90,11.92,0.3106,1,-888.9,4.25
3068,7/28/15 04:40:00,12.00,99.00,11.86,0.3106,1,-888.9,4.26
3069,7/28/15 04:50:00,11.83,98.90,11.68,0.3098,1,-888.9,4.26
3070,7/28/15 05:00:00,11.83,98.90,11.68,0.3102,1,-888.9,4.27
3071,7/28/15 05:10:00,11.93,98.80,11.76,0.3098,1,-888.9,4.27
3072,7/28/15 05:20:00,11.73,98.80,11.57,0.3092,1,-888.9,4.25
3073,7/28/15 05:30:00,11.66,98.90,11.51,0.3092,9,-888.9,4.25
3074,7/28/15 05:40:00,11.69,98.90,11.53,0.3092,16,-888.9,4.25
3075,7/28/15 05:50:00,11.71,98.80,11.54,0.3095,24,-888.9,4.25
3076,7/28/15 06:00:00,11.81,98.80,11.64,0.3095,39,-888.9,4.25
3077,7/28/15 06:10:00,12.07,98.60,11.87,0.3092,84,-888.9,4.26
3078,7/28/15 06:20:00,12.24,98.20,11.98,0.3080,144,-888.9,4.24
3079,7/28/15 06:30:00,12.68,97.70,12.34,0.3077,204,-888.9,4.25
3080,7/28/15 06:40:00,12.68,96.90,12.21,0.3069,294,-888.9,4.25
3081,7/28/15 06:50:00,13.02,96.00,12.41,0.3058,456,-888.9,4.26
3082,7/28/15 07:00:00,12.65,95.00,11.89,0.3051,419,-888.9,4.26
3083,7/28/15 07:10:00,13.09,93.80,12.13,0.3051,461,-888.9,4.26
3084,7/28/15 07:20:00,13.21,92.50,12.03,0.3048,484,-888.9,4.26
3085,7/28/15 07:30:00,13.83,91.70,12.52,0.3062,576,-888.9,4.26
3086,7/28/15 07:40:00,14.03,89.70,12.38,0.3069,656,-888.9,4.25
3087,7/28/15 07:50:00,15.17,88.60,13.32,0.3069,681,-888.9,4.25
3088,7/28/15 08:00:00,15.49,86.20,13.21,0.3072,846,-888.9,4.25
3089,7/28/15 08:10:00,17.01,83.00,14.12,0.3077,1269,-888.9,4.25
3090,7/28/15 08:20:00,17.65,78.50,13.89,0.3072,1374,-888.9,4.25
3091,7/28/15 08:30:00,17.77,77.00,13.71,0.3072,1479,-888.9,4.25
3092,7/28/15 08:40:00,18.39,74.90,13.88,0.3069,1546,-888.9,4.25
3093,7/28/15 08:50:00,18.79,74.90,14.27,0.3069,1649,-888.9,4.25
3094,7/28/15 09:00:00,18.79,71.10,13.47,0.3066,1744,-888.9,4.25
3095,7/28/15 09:10:00,19.15,68.20,13.17,0.3066,1649,-888.9,4.25
3096,7/28/15 09:20:00,19.60,68.00,13.56,0.3062,1689,-888.9,4.25
3097,7/28/15 09:30:00,18.79,68.70,12.94,0.3062,1741,-888.9,4.26
3098,7/28/15 09:40:00,20.60,68.00,14.51,0.3054,1796,-888.9,4.25
3099,7/28/15 09:50:00,20.46,65.90,13.89,0.3051,1849,-888.9,4.25
3100,7/28/15 10:00:00,20.56,66.20,14.05,0.3051,1896,-888.9,4.25
3101,7/28/15 10:10:00,21.20,65.90,14.59,0.3043,1944,-888.9,4.26
3102,7/28/15 10:20:00,20.63,63.50,13.48,0.3040,1994,-888.9,4.25
3103,7/28/15 10:30:00,21.56,62.20,14.04,0.3037,2031,-888.9,4.26
3104,7/28/15 10:40:00,21.65,60.30,13.65,0.3033,2081,-888.9,4.26
3105,7/28/15 10:50:00,22.20,60.20,14.14,0.3026,2124,-888.9,4.26
3106,7/28/15 11:00:00,22.70,59.30,14.38,0.3019,2176,-888.9,4.26
3107,7/28/15 11:10:00,22.15,58.60,13.68,0.3005,2219,-888.9,4.26
3108,7/28/15 11:20:00,22.35,60.60,14.38,0.3001,2221,-888.9,4.26
3109,7/28/15 11:30:00,22.66,59.40,14.36,0.2990,2234,-888.9,4.26
3110,7/28/15 11:40:00,22.54,58.90,14.12,0.2984,2239,-888.9,4.25
3111,7/28/15 11:50:00,22.58,60.30,14.53,0.2976,2239,-888.9,4.25
3112,7/28/15 12:00:00,21.80,61.50,14.09,0.2976,1959,-888.9,4.26
3113,7/28/15 12:10:00,21.51,62.70,14.12,0.2970,2221,-888.9,4.27
3114,7/28/15 12:20:00,21.60,63.00,14.28,0.2966,2311,-888.9,4.27
