"Plot Title: b0004a15"
"#","Date Time, GMT+06:00","H08 Temp., °F (LGR S/N: 368110)","H08 High Res. Temp., °F (LGR S/N: 368110)","GCap. RH, % (LGR S/N: 368110)"
4584,11/21/03 11:00:00 AM,57.36,57.65,52.30
4585,11/21/03 12:00:00 PM,60.80,61.02,43.00
4586,11/21/03 01:00:00 PM,62.17,62.13,45.60
4587,11/21/03 02:00:00 PM,62.85,62.67,46.10
4588,11/21/03 03:00:00 PM,58.73,58.95,56.90
4589,11/21/03 04:00:00 PM,58.05,58.08,58.50
4590,11/21/03 05:00:00 PM,55.27,55.53,63.10
4591,11/21/03 06:00:00 PM,53.89,54.14,64.10
4592,11/21/03 07:00:00 PM,52.48,52.18,71.70
4593,11/21/03 08:00:00 PM,50.38,50.68,77.00
4594,11/21/03 09:00:00 PM,47.53,47.30,82.20
4595,11/21/03 10:00:00 PM,44.65,44.47,86.20
4596,11/21/03 11:00:00 PM,42.46,42.40,90.50
4597,11/22/03 12:00:00 AM,41.72,41.76,91.30
4598,11/22/03 01:00:00 AM,43.20,42.87,88.40
4599,11/22/03 02:00:00 AM,43.20,43.29,88.00
4600,11/22/03 03:00:00 AM,43.92,43.59,88.00
4601,11/22/03 04:00:00 AM,43.92,43.74,88.80
4602,11/22/03 05:00:00 AM,41.72,41.81,92.90
4603,11/22/03 06:00:00 AM,41.72,41.63,94.10
4604,11/22/03 07:00:00 AM,40.98,41.16,95.20
4605,11/22/03 08:00:00 AM,43.20,43.47,90.10
4606,11/22/03 09:00:00 AM,47.53,47.35,78.90
4607,11/22/03 10:00:00 AM,53.19,53.10,63.60
4608,11/22/03 11:00:00 AM,58.73,58.82,48.70
4609,11/22/03 12:00:00 PM,61.48,61.65,41.00
4610,11/22/03 01:00:00 PM,62.85,62.76,42.50
4611,11/22/03 02:00:00 PM,61.48,61.83,47.10
4612,11/22/03 03:00:00 PM,59.41,59.72,51.20
4613,11/22/03 04:00:00 PM,58.05,57.96,53.80
4614,11/22/03 05:00:00 PM,55.27,55.45,59.50
4615,11/22/03 06:00:00 PM,53.89,53.89,65.60
4616,11/22/03 07:00:00 PM,53.19,52.88,70.70
4617,11/22/03 08:00:00 PM,51.08,50.95,80.80
4618,11/22/03 09:00:00 PM,50.38,50.38,83.60
4619,11/22/03 10:00:00 PM,50.38,50.23,82.60
4620,11/22/03 11:00:00 PM,49.68,49.71,81.70
4621,11/23/03 12:00:00 AM,49.68,49.41,81.30
4622,11/23/03 01:00:00 AM,48.96,49.23,80.80
4623,11/23/03 02:00:00 AM,48.96,49.10,81.30
4624,11/23/03 03:00:00 AM,48.96,48.69,84.00
4625,11/23/03 04:00:00 AM,48.25,48.11,85.30
4626,11/23/03 05:00:00 AM,47.53,47.39,87.50
4627,11/23/03 06:00:00 AM,46.81,46.72,90.10
4628,11/23/03 07:00:00 AM,46.81,46.69,90.10
4629,11/23/03 08:00:00 AM,47.53,47.89,88.40
4630,11/23/03 09:00:00 AM,51.08,50.77,78.90
4631,11/23/03 10:00:00 AM,53.19,53.06,71.20
4632,11/23/03 11:00:00 AM,55.27,55.24,63.10
4633,11/23/03 12:00:00 PM,59.41,59.68,52.30
4634,11/23/03 01:00:00 PM,62.17,62.20,46.60
4635,11/23/03 02:00:00 PM,63.54,63.23,48.10
4636,11/23/03 03:00:00 PM,62.17,62.42,47.60
4637,11/23/03 04:00:00 PM,58.05,57.83,55.40
4638,11/23/03 05:00:00 PM,55.98,56.26,58.50
4639,11/23/03 06:00:00 PM,55.98,55.67,60.00
4640,11/23/03 07:00:00 PM,53.89,53.74,70.20
4641,11/23/03 08:00:00 PM,52.48,52.21,78.90
4642,11/23/03 09:00:00 PM,52.48,52.45,77.00
4643,11/23/03 10:00:00 PM,51.78,52.09,77.50
4644,11/23/03 11:00:00 PM,51.78,51.87,75.10
4645,11/24/03 12:00:00 AM,51.08,50.81,79.90
4646,11/24/03 01:00:00 AM,49.68,49.98,82.60
4647,11/24/03 02:00:00 AM,48.25,48.34,88.80
4648,11/24/03 03:00:00 AM,46.81,46.99,88.80
4649,11/24/03 04:00:00 AM,45.37,45.19,86.70
4650,11/24/03 05:00:00 AM,43.92,44.24,87.10
4651,11/24/03 06:00:00 AM,43.92,43.83,88.00
4652,11/24/03 07:00:00 AM,43.92,44.15,87.10
4653,11/24/03 08:00:00 AM,46.09,46.24,80.80
4654,11/24/03 09:00:00 AM,49.68,49.35,72.60
4655,11/24/03 10:00:00 AM,51.78,51.51,70.70
4656,11/24/03 11:00:00 AM,53.89,53.98,66.60
4657,11/24/03 12:00:00 PM,60.12,60.15,51.20
4658,11/24/03 01:00:00 PM,62.17,62.29,43.00
4659,11/24/03 02:00:00 PM,61.48,61.83,46.10
4660,11/24/03 03:00:00 PM,62.17,62.29,46.60
4661,11/24/03 04:00:00 PM,58.73,59.04,53.30
4662,11/24/03 05:00:00 PM,55.98,56.14,57.90
4663,11/24/03 06:00:00 PM,55.27,55.09,62.60
4664,11/24/03 07:00:00 PM,53.89,53.67,72.20
4665,11/24/03 08:00:00 PM,53.19,53.19,72.60
4666,11/24/03 09:00:00 PM,51.78,52.00,77.50
4667,11/24/03 10:00:00 PM,51.08,51.08,83.10
4668,11/24/03 11:00:00 PM,51.08,50.77,81.30
4669,11/25/03 12:00:00 AM,50.38,50.23,81.30
4670,11/25/03 01:00:00 AM,48.96,49.10,84.50
4671,11/25/03 02:00:00 AM,46.81,46.90,88.40
4672,11/25/03 03:00:00 AM,46.09,45.82,92.10
4673,11/25/03 04:00:00 AM,44.65,44.56,90.90
4674,11/25/03 05:00:00 AM,43.92,43.97,93.70
4675,11/25/03 06:00:00 AM,43.92,43.92,94.50
4676,11/25/03 07:00:00 AM,43.20,42.91,96.00
4677,11/25/03 08:00:00 AM,44.65,44.65,94.10
4678,11/25/03 09:00:00 AM,48.96,48.96,82.20
4679,11/25/03 10:00:00 AM,52.48,52.45,68.20
4680,11/25/03 11:00:00 AM,53.89,53.98,62.10
4681,11/25/03 12:00:00 PM,57.36,57.61,49.70
4682,11/25/03 01:00:00 PM,59.41,59.50,50.20
4683,11/25/03 02:00:00 PM,60.12,60.28,49.20
4684,11/25/03 03:00:00 PM,60.12,60.12,51.20
4685,11/25/03 04:00:00 PM,58.05,57.83,54.90
4686,11/25/03 05:00:00 PM,54.59,54.57,60.50
4687,11/25/03 06:00:00 PM,53.19,53.22,65.10
4688,11/25/03 07:00:00 PM,51.08,51.12,76.50
4689,11/25/03 08:00:00 PM,49.68,49.75,82.60
4690,11/25/03 09:00:00 PM,48.96,48.65,86.70
4691,11/25/03 10:00:00 PM,47.53,47.35,86.20
4692,11/25/03 11:00:00 PM,46.81,46.90,86.20
4693,11/26/03 12:00:00 AM,46.81,47.08,84.90
4694,11/26/03 01:00:00 AM,46.81,46.90,83.10
4695,11/26/03 02:00:00 AM,46.09,46.33,84.90
4696,11/26/03 03:00:00 AM,46.09,46.00,83.60
4697,11/26/03 04:00:00 AM,45.37,45.05,87.10
4698,11/26/03 05:00:00 AM,43.20,43.32,90.50
4699,11/26/03 06:00:00 AM,42.46,42.17,92.50
4700,11/26/03 07:00:00 AM,41.72,41.76,94.90
4701,11/26/03 08:00:00 AM,43.92,43.59,90.50
4702,11/26/03 09:00:00 AM,46.09,46.33,82.20
4703,11/26/03 10:00:00 AM,51.78,51.69,67.70
4704,11/26/03 11:00:00 AM,52.48,52.57,66.10
4705,11/26/03 12:00:00 PM,58.73,58.86,43.00
4706,11/26/03 01:00:00 PM,58.73,58.60,46.60
4707,11/26/03 02:00:00 PM,60.80,60.49,42.50
4708,11/26/03 03:00:00 PM,59.41,59.34,44.60
4709,11/26/03 04:00:00 PM,58.05,57.74,47.60
4710,11/26/03 05:00:00 PM,53.89,54.23,54.30
4711,11/26/03 06:00:00 PM,52.48,52.54,56.40
4712,11/26/03 07:00:00 PM,50.38,50.20,71.70
4713,11/26/03 08:00:00 PM,48.25,48.11,81.30
4714,11/26/03 09:00:00 PM,48.25,48.02,83.10
4715,11/26/03 10:00:00 PM,46.81,46.90,85.30
4716,11/26/03 11:00:00 PM,45.37,45.61,84.00
4717,11/27/03 12:00:00 AM,45.37,45.70,81.70
4718,11/27/03 01:00:00 AM,44.65,44.74,84.90
4719,11/27/03 02:00:00 AM,44.65,44.42,86.20
4720,11/27/03 03:00:00 AM,43.92,44.01,86.20
4721,11/27/03 04:00:00 AM,43.92,43.65,82.60
4722,11/27/03 05:00:00 AM,42.46,42.58,89.70
4723,11/27/03 06:00:00 AM,40.98,41.34,89.70
4724,11/27/03 07:00:00 AM,38.73,38.71,94.10
4725,11/27/03 08:00:00 AM,39.47,39.61,89.20
4726,11/27/03 09:00:00 AM,43.92,44.06,82.60
4727,11/27/03 10:00:00 AM,49.68,49.84,64.60
4728,11/27/03 11:00:00 AM,51.78,51.51,57.90
4729,11/27/03 12:00:00 PM,58.05,58.39,44.00
4730,11/27/03 01:00:00 PM,59.41,59.41,43.00
4731,11/27/03 02:00:00 PM,59.41,59.29,41.50
4732,11/27/03 03:00:00 PM,58.05,57.78,44.60
4733,11/27/03 04:00:00 PM,57.36,57.22,46.60
4734,11/27/03 05:00:00 PM,54.59,54.54,51.20
4735,11/27/03 06:00:00 PM,53.19,53.53,52.30
4736,11/27/03 07:00:00 PM,52.48,52.54,56.40
4737,11/27/03 08:00:00 PM,48.25,48.42,67.70
4738,11/27/03 09:00:00 PM,46.09,46.27,67.70
4739,11/27/03 10:00:00 PM,43.20,43.32,75.10
4740,11/27/03 11:00:00 PM,40.23,40.32,82.60
4741,11/28/03 12:00:00 AM,37.96,38.19,86.70
4742,11/28/03 01:00:00 AM,36.43,36.72,89.20
4743,11/28/03 02:00:00 AM,35.65,35.51,92.10
4744,11/28/03 03:00:00 AM,34.88,34.74,93.70
4745,11/28/03 04:00:00 AM,34.11,34.00,94.90
4746,11/28/03 05:00:00 AM,33.31,33.01,96.70
4747,11/28/03 06:00:00 AM,32.52,32.27,98.80
4748,11/28/03 07:00:00 AM,31.71,31.66,99.50
4749,11/28/03 08:00:00 AM,32.52,32.56,96.70
4750,11/28/03 09:00:00 AM,35.65,35.65,93.30
4751,11/28/03 10:00:00 AM,44.65,44.56,69.70
4752,11/28/03 11:00:00 AM,51.08,51.21,56.90
4753,11/28/03 12:00:00 PM,58.05,57.78,38.50
4754,11/28/03 01:00:00 PM,58.73,58.91,37.50
4755,11/28/03 02:00:00 PM,60.12,60.31,38.00
4756,11/28/03 03:00:00 PM,60.80,60.96,37.00
4757,11/28/03 04:00:00 PM,56.66,56.79,44.60
4758,11/28/03 05:00:00 PM,52.48,52.70,50.20
4759,11/28/03 06:00:00 PM,50.38,50.41,62.60
4760,11/28/03 07:00:00 PM,46.81,46.54,75.60
4761,11/28/03 08:00:00 PM,45.37,45.46,79.90
4762,11/28/03 09:00:00 PM,43.92,43.68,84.90
4763,11/28/03 10:00:00 PM,42.46,42.82,83.60
4764,11/28/03 11:00:00 PM,40.98,41.20,87.10
4765,11/29/03 12:00:00 AM,39.47,39.29,90.10
4766,11/29/03 01:00:00 AM,37.96,38.34,91.30
4767,11/29/03 02:00:00 AM,37.96,37.78,93.70
4768,11/29/03 03:00:00 AM,36.43,36.77,94.10
4769,11/29/03 04:00:00 AM,35.65,35.71,95.60
4770,11/29/03 05:00:00 AM,34.88,34.83,97.10
4771,11/29/03 06:00:00 AM,34.11,34.14,97.80
4772,11/29/03 07:00:00 AM,34.11,33.80,97.40
4773,11/29/03 08:00:00 AM,35.65,35.71,94.50
4774,11/29/03 09:00:00 AM,40.23,40.28,85.80
4775,11/29/03 10:00:00 AM,46.09,46.18,72.20
4776,11/29/03 11:00:00 AM,47.53,47.80,68.70
4777,11/29/03 12:00:00 PM,56.66,56.62,42.00
4778,11/29/03 01:00:00 PM,58.05,58.26,43.00
4779,11/29/03 02:00:00 PM,58.05,58.35,44.60
4780,11/29/03 03:00:00 PM,56.66,56.66,49.70
4781,11/29/03 04:00:00 PM,53.89,53.89,54.90
4782,11/29/03 05:00:00 PM,51.78,52.00,59.00
4783,11/29/03 06:00:00 PM,49.68,49.53,68.20
4784,11/29/03 07:00:00 PM,48.96,49.01,72.20
4785,11/29/03 08:00:00 PM,47.53,47.84,79.90
4786,11/29/03 09:00:00 PM,46.81,47.17,82.20
4787,11/29/03 10:00:00 PM,46.81,47.17,80.80
4788,11/29/03 11:00:00 PM,46.81,46.87,81.70
4789,11/30/03 12:00:00 AM,45.37,45.70,84.90
4790,11/30/03 01:00:00 AM,44.65,44.96,85.30
4791,11/30/03 02:00:00 AM,42.46,42.22,88.40
4792,11/30/03 03:00:00 AM,40.98,40.73,90.50
4793,11/30/03 04:00:00 AM,38.73,38.82,94.10
4794,11/30/03 05:00:00 AM,38.73,38.68,92.90
4795,11/30/03 06:00:00 AM,39.47,39.43,91.30
4796,11/30/03 07:00:00 AM,39.47,39.43,92.10
4797,11/30/03 08:00:00 AM,39.47,39.24,93.30
4798,11/30/03 09:00:00 AM,42.46,42.31,86.20
4799,11/30/03 10:00:00 AM,47.53,47.39,67.70
4800,11/30/03 11:00:00 AM,49.68,50.02,60.50
4801,11/30/03 12:00:00 PM,55.27,55.49,44.00
4802,11/30/03 01:00:00 PM,59.41,59.16,40.50
4803,11/30/03 02:00:00 PM,60.80,60.75,39.00
4804,11/30/03 03:00:00 PM,57.36,57.61,46.60
4805,11/30/03 04:00:00 PM,55.27,54.97,51.20
4806,11/30/03 05:00:00 PM,53.19,53.06,52.80
4807,11/30/03 06:00:00 PM,50.38,50.59,63.60
4808,11/30/03 07:00:00 PM,47.53,47.62,78.00
4809,11/30/03 08:00:00 PM,46.09,46.15,84.50
4810,11/30/03 09:00:00 PM,45.37,45.10,88.00
4811,11/30/03 10:00:00 PM,43.92,44.28,88.00
4812,11/30/03 11:00:00 PM,43.92,43.74,88.80
4813,12/01/03 12:00:00 AM,43.20,43.32,90.10
4814,12/01/03 01:00:00 AM,43.20,42.91,89.70
4815,12/01/03 02:00:00 AM,42.46,42.82,90.50
4816,12/01/03 03:00:00 AM,41.72,42.08,91.30
4817,12/01/03 04:00:00 AM,40.23,40.60,93.70
4818,12/01/03 05:00:00 AM,38.73,38.95,96.70
4819,12/01/03 06:00:00 AM,38.73,38.48,96.30
4820,12/01/03 07:00:00 AM,37.20,37.35,98.50
4821,12/01/03 08:00:00 AM,38.73,38.62,94.50
4822,12/01/03 09:00:00 AM,42.46,42.55,85.30
4823,12/01/03 10:00:00 AM,47.53,47.53,75.10
4824,12/01/03 11:00:00 AM,51.08,51.04,57.40
4825,12/01/03 12:00:00 PM,56.66,56.70,46.10
4826,12/01/03 01:00:00 PM,60.80,60.75,41.00
4827,12/01/03 02:00:00 PM,62.17,62.08,41.00
4828,12/01/03 03:00:00 PM,58.05,57.92,50.20
4829,12/01/03 04:00:00 PM,55.27,55.24,53.30
4830,12/01/03 05:00:00 PM,53.19,52.88,59.00
4831,12/01/03 06:00:00 PM,51.78,51.51,64.60
4832,12/01/03 07:00:00 PM,49.68,49.41,77.00
4833,12/01/03 08:00:00 PM,48.25,48.51,81.30
4834,12/01/03 09:00:00 PM,47.53,47.89,81.70
4835,12/01/03 10:00:00 PM,46.81,46.99,84.90
4836,12/01/03 11:00:00 PM,46.81,46.87,86.70
4837,12/02/03 12:00:00 AM,45.37,45.70,89.20
4838,12/02/03 01:00:00 AM,42.46,42.78,88.00
4839,12/02/03 02:00:00 AM,40.23,40.28,93.70
4840,12/02/03 03:00:00 AM,38.73,38.71,98.10
4841,12/02/03 04:00:00 AM,37.96,37.72,98.50
4842,12/02/03 05:00:00 AM,38.73,38.86,96.00
4843,12/02/03 06:00:00 AM,40.23,39.99,91.70
4844,12/02/03 07:00:00 AM,40.98,40.96,89.70
4845,12/02/03 08:00:00 AM,42.46,42.37,86.20
4846,12/02/03 09:00:00 AM,46.09,46.36,76.10
4847,12/02/03 10:00:00 AM,50.38,50.50,65.60
4848,12/02/03 11:00:00 AM,54.59,54.57,50.70
4849,12/02/03 12:00:00 PM,58.05,57.78,46.60
4850,12/02/03 01:00:00 PM,58.73,58.55,47.10
4851,12/02/03 02:00:00 PM,58.73,58.86,46.60
4852,12/02/03 03:00:00 PM,58.73,58.82,46.10
4853,12/02/03 04:00:00 PM,56.66,56.62,50.70
4854,12/02/03 05:00:00 PM,53.19,53.28,58.50
4855,12/02/03 06:00:00 PM,51.08,51.17,66.10
4856,12/02/03 07:00:00 PM,49.68,49.44,73.60
4857,12/02/03 08:00:00 PM,46.81,47.08,80.80
4858,12/02/03 09:00:00 PM,45.37,45.37,83.60
4859,12/02/03 10:00:00 PM,43.20,42.91,84.50
4860,12/02/03 11:00:00 PM,41.72,41.99,85.30
4861,12/03/03 12:00:00 AM,40.98,40.93,89.20
4862,12/03/03 01:00:00 AM,40.23,40.51,92.10
4863,12/03/03 02:00:00 AM,40.23,40.32,92.50
4864,12/03/03 03:00:00 AM,39.47,39.24,94.90
4865,12/03/03 04:00:00 AM,37.96,37.92,97.80
4866,12/03/03 05:00:00 AM,37.20,36.91,98.10
4867,12/03/03 06:00:00 AM,37.96,38.01,96.30
4868,12/03/03 07:00:00 AM,38.73,38.62,95.60
4869,12/03/03 08:00:00 AM,39.47,39.15,94.90
4870,12/03/03 09:00:00 AM,42.46,42.17,87.10
4871,12/03/03 10:00:00 AM,44.65,44.87,78.90
4872,12/03/03 11:00:00 AM,54.59,54.57,47.60
4873,12/03/03 12:00:00 PM,58.05,58.26,46.10
4874,12/03/03 01:00:00 PM,61.48,61.18,37.50
4875,12/03/03 02:00:00 PM,62.17,62.38,38.00
4876,12/03/03 03:00:00 PM,56.66,56.70,45.60
4877,12/03/03 04:00:00 PM,54.59,54.27,53.80
4878,12/03/03 05:00:00 PM,51.78,51.91,60.00
4879,12/03/03 06:00:00 PM,51.08,51.08,62.10
4880,12/03/03 07:00:00 PM,48.96,48.87,75.60
4881,12/03/03 08:00:00 PM,48.96,48.65,75.10
4882,12/03/03 09:00:00 PM,49.68,49.35,72.60
4883,12/03/03 10:00:00 PM,46.81,46.69,74.60
4884,12/03/03 11:00:00 PM,43.92,43.92,85.30
4885,12/04/03 12:00:00 AM,45.37,45.19,85.80
4886,12/04/03 01:00:00 AM,44.65,44.42,79.40
4887,12/04/03 02:00:00 AM,43.20,43.09,79.90
4888,12/04/03 03:00:00 AM,41.72,41.49,84.90
4889,12/04/03 04:00:00 AM,40.23,40.51,87.50
4890,12/04/03 05:00:00 AM,40.98,40.78,84.90
4891,12/04/03 06:00:00 AM,41.72,41.76,84.00
4892,12/04/03 07:00:00 AM,41.72,41.63,84.90
4893,12/04/03 08:00:00 AM,41.72,42.04,81.70
4894,12/04/03 09:00:00 AM,43.92,43.74,77.00
4895,12/04/03 10:00:00 AM,44.65,44.60,74.10
4896,12/04/03 11:00:00 AM,49.68,49.80,64.10
4897,12/04/03 12:00:00 PM,55.27,55.27,46.10
4898,12/04/03 01:00:00 PM,56.66,56.41,41.00
4899,12/04/03 02:00:00 PM,55.27,55.40,43.00
4900,12/04/03 03:00:00 PM,55.27,55.15,45.10
4901,12/04/03 04:00:00 PM,53.19,52.88,48.10
4902,12/04/03 05:00:00 PM,51.78,51.84,51.20
4903,12/04/03 06:00:00 PM,50.38,50.16,56.90
4904,12/04/03 07:00:00 PM,46.81,46.99,75.10
4905,12/04/03 08:00:00 PM,46.09,46.33,78.50
4906,12/04/03 09:00:00 PM,44.65,44.51,83.10
4907,12/04/03 10:00:00 PM,43.92,44.24,83.60
4908,12/04/03 11:00:00 PM,41.72,41.49,80.30
4909,12/05/03 12:00:00 AM,40.23,39.90,86.20
4910,12/05/03 01:00:00 AM,40.23,40.14,84.50
4911,12/05/03 02:00:00 AM,40.98,40.64,81.70
4912,12/05/03 03:00:00 AM,40.98,41.02,80.80
4913,12/05/03 04:00:00 AM,40.98,40.78,83.60
4914,12/05/03 05:00:00 AM,39.47,39.38,87.10
4915,12/05/03 06:00:00 AM,37.20,37.49,91.70
4916,12/05/03 07:00:00 AM,36.43,36.72,94.10
4917,12/05/03 08:00:00 AM,37.96,37.72,92.90
4918,12/05/03 09:00:00 AM,40.23,40.37,87.10
4919,12/05/03 10:00:00 AM,45.37,45.14,68.70
4920,12/05/03 11:00:00 AM,50.38,50.38,58.50
4921,12/05/03 12:00:00 PM,53.19,53.49,51.20
4922,12/05/03 01:00:00 PM,54.59,54.27,45.60
4923,12/05/03 02:00:00 PM,53.89,54.19,52.80
4924,12/05/03 03:00:00 PM,53.89,53.83,54.90
4925,12/05/03 04:00:00 PM,52.48,52.61,58.50
4926,12/05/03 05:00:00 PM,51.08,51.21,60.50
4927,12/05/03 06:00:00 PM,50.38,50.23,63.60
4928,12/05/03 07:00:00 PM,47.53,47.53,78.00
4929,12/05/03 08:00:00 PM,46.09,46.00,81.70
4930,12/05/03 09:00:00 PM,45.37,45.70,82.20
4931,12/05/03 10:00:00 PM,46.09,45.79,82.60
4932,12/05/03 11:00:00 PM,44.65,44.42,86.70
4933,12/06/03 12:00:00 AM,42.46,42.17,86.70
4934,12/06/03 01:00:00 AM,40.23,40.08,92.90
4935,12/06/03 02:00:00 AM,40.23,40.55,91.30
4936,12/06/03 03:00:00 AM,39.47,39.15,91.30
4937,12/06/03 04:00:00 AM,37.96,38.01,94.10
4938,12/06/03 05:00:00 AM,37.20,37.06,96.00
4939,12/06/03 06:00:00 AM,37.20,37.24,96.00
4940,12/06/03 07:00:00 AM,37.20,37.11,97.40
4941,12/06/03 08:00:00 AM,38.73,38.82,94.10
4942,12/06/03 09:00:00 AM,42.46,42.46,81.70
4943,12/06/03 10:00:00 AM,44.65,44.92,73.60
4944,12/06/03 11:00:00 AM,46.81,47.17,69.70
4945,12/06/03 12:00:00 PM,49.68,49.89,59.50
4946,12/06/03 01:00:00 PM,52.48,52.18,55.40
4947,12/06/03 02:00:00 PM,53.19,53.15,54.90
4948,12/06/03 03:00:00 PM,52.48,52.21,55.90
4949,12/06/03 04:00:00 PM,51.08,51.08,59.50
4950,12/06/03 05:00:00 PM,49.68,49.53,65.10
4951,12/06/03 06:00:00 PM,47.53,47.30,75.60
4952,12/06/03 07:00:00 PM,46.81,46.51,79.40
4953,12/06/03 08:00:00 PM,46.09,46.15,79.90
4954,12/06/03 09:00:00 PM,45.37,45.55,81.70
4955,12/06/03 10:00:00 PM,44.65,44.65,84.00
4956,12/06/03 11:00:00 PM,43.92,44.01,85.30
4957,12/07/03 12:00:00 AM,43.20,43.32,86.70
4958,12/07/03 01:00:00 AM,43.20,43.32,85.80
4959,12/07/03 02:00:00 AM,42.46,42.26,90.90
4960,12/07/03 03:00:00 AM,41.72,41.63,92.50
4961,12/07/03 04:00:00 AM,40.98,40.87,94.50
4962,12/07/03 05:00:00 AM,40.23,40.46,95.20
4963,12/07/03 06:00:00 AM,40.23,40.05,94.10
4964,12/07/03 07:00:00 AM,39.47,39.85,94.90
4965,12/07/03 08:00:00 AM,40.98,40.96,91.30
4966,12/07/03 09:00:00 AM,43.20,43.47,84.50
4967,12/07/03 10:00:00 AM,46.81,46.90,72.20
4968,12/07/03 11:00:00 AM,48.25,48.34,68.70
4969,12/07/03 12:00:00 PM,55.27,55.53,39.50
4970,12/07/03 01:00:00 PM,58.05,57.83,38.50
4971,12/07/03 02:00:00 PM,58.73,58.55,43.50
4972,12/07/03 03:00:00 PM,54.59,54.79,53.80
4973,12/07/03 04:00:00 PM,52.48,52.61,59.50
4974,12/07/03 05:00:00 PM,51.78,51.48,61.00
4975,12/07/03 06:00:00 PM,48.25,48.51,72.60
4976,12/07/03 07:00:00 PM,46.09,46.42,83.10
4977,12/07/03 08:00:00 PM,44.65,44.78,87.10
4978,12/07/03 09:00:00 PM,42.46,42.67,89.20
4979,12/07/03 10:00:00 PM,40.98,40.93,88.80
4980,12/07/03 11:00:00 PM,40.23,40.41,87.50
4981,12/08/03 12:00:00 AM,40.98,40.64,84.00
4982,12/08/03 01:00:00 AM,40.23,40.55,83.60
4983,12/08/03 02:00:00 AM,39.47,39.70,84.90
4984,12/08/03 03:00:00 AM,38.73,39.00,85.30
4985,12/08/03 04:00:00 AM,38.73,38.39,87.10
4986,12/08/03 05:00:00 AM,38.73,38.44,85.30
4987,12/08/03 06:00:00 AM,38.73,38.53,85.30
4988,12/08/03 07:00:00 AM,38.73,38.71,86.70
4989,12/08/03 08:00:00 AM,39.47,39.67,81.70
4990,12/08/03 09:00:00 AM,40.23,40.37,79.90
4991,12/08/03 10:00:00 AM,47.53,47.48,57.90
4992,12/08/03 11:00:00 AM,52.48,52.70,47.60
4993,12/08/03 12:00:00 PM,56.66,56.66,42.50
4994,12/08/03 01:00:00 PM,59.41,59.41,40.50
4995,12/08/03 02:00:00 PM,59.41,59.29,43.50
4996,12/08/03 03:00:00 PM,60.80,61.05,43.00
4997,12/08/03 04:00:00 PM,55.27,55.31,54.30
4998,12/08/03 05:00:00 PM,53.19,53.01,57.90
4999,12/08/03 06:00:00 PM,51.08,50.81,65.60
5000,12/08/03 07:00:00 PM,49.68,49.53,71.20
5001,12/08/03 08:00:00 PM,46.81,46.81,82.60
5002,12/08/03 09:00:00 PM,44.65,44.92,85.80
5003,12/08/03 10:00:00 PM,42.46,42.67,88.00
5004,12/08/03 11:00:00 PM,41.72,41.85,86.70
5005,12/09/03 12:00:00 AM,41.72,41.72,84.50
5006,12/09/03 01:00:00 AM,40.98,40.64,86.20
5007,12/09/03 02:00:00 AM,40.98,40.93,82.20
5008,12/09/03 03:00:00 AM,40.98,40.78,82.20
5009,12/09/03 04:00:00 AM,40.23,40.60,83.60
5010,12/09/03 05:00:00 AM,40.23,40.55,82.20
5011,12/09/03 06:00:00 AM,40.23,40.60,79.40
5012,12/09/03 07:00:00 AM,40.23,40.23,81.30
5013,12/09/03 08:00:00 AM,40.98,41.11,79.90
5014,12/09/03 09:00:00 AM,43.20,43.47,75.60
5015,12/09/03 10:00:00 AM,46.09,45.88,69.70
5016,12/09/03 11:00:00 AM,48.25,47.98,65.10
5017,12/09/03 12:00:00 PM,51.78,51.96,49.70
5018,12/09/03 01:00:00 PM,52.48,52.36,44.00
5019,12/09/03 02:00:00 PM,52.48,52.21,46.10
5020,12/09/03 03:00:00 PM,51.78,51.69,51.80
5021,12/09/03 04:00:00 PM,51.08,51.04,57.40
5022,12/09/03 05:00:00 PM,48.96,49.01,63.10
5023,12/09/03 06:00:00 PM,46.09,46.27,71.20
5024,12/09/03 07:00:00 PM,45.37,45.41,73.10
5025,12/09/03 08:00:00 PM,45.37,45.37,72.60
5026,12/09/03 09:00:00 PM,44.65,44.69,76.50
5027,12/09/03 10:00:00 PM,43.20,43.38,82.60
5028,12/09/03 11:00:00 PM,43.92,43.74,81.30
5029,12/10/03 12:00:00 AM,43.92,43.92,79.90
5030,12/10/03 01:00:00 AM,43.20,43.38,82.20
5031,12/10/03 02:00:00 AM,43.20,43.14,84.00
5032,12/10/03 03:00:00 AM,41.72,41.99,88.40
5033,12/10/03 04:00:00 AM,41.72,41.49,89.70
5034,12/10/03 05:00:00 AM,40.98,40.96,90.50
5035,12/10/03 06:00:00 AM,40.23,40.05,93.70
5036,12/10/03 07:00:00 AM,39.47,39.20,92.50
5037,12/10/03 08:00:00 AM,38.73,38.71,94.90
5038,12/10/03 09:00:00 AM,41.72,41.99,86.70
5039,12/10/03 10:00:00 AM,46.81,46.69,73.60
5040,12/10/03 11:00:00 AM,48.96,48.78,64.10
5041,12/10/03 12:00:00 PM,50.38,50.38,55.90
5042,12/10/03 01:00:00 PM,53.19,53.44,43.00
5043,12/10/03 02:00:00 PM,54.59,54.57,48.70
5044,12/10/03 03:00:00 PM,54.59,54.50,49.70
5045,12/10/03 04:00:00 PM,52.48,52.70,53.80
5046,12/10/03 05:00:00 PM,51.08,51.30,57.40
